GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01
1400000US34021003100,34021003100,"Census Tract 31, Mercer County, New Jersey",4511
1400000US34021003201,34021003201,"Census Tract 32.01, Mercer County, New Jersey",7538
1400000US34021003202,34021003202,"Census Tract 32.02, Mercer County, New Jersey",5687
1400000US34021003301,34021003301,"Census Tract 33.01, Mercer County, New Jersey",7283
1400000US34021003302,34021003302,"Census Tract 33.02, Mercer County, New Jersey",8204
1400000US34021003400,34021003400,"Census Tract 34, Mercer County, New Jersey",2531
1400000US34021003500,34021003500,"Census Tract 35, Mercer County, New Jersey",6963
1400000US34021003601,34021003601,"Census Tract 36.01, Mercer County, New Jersey",3797
1400000US34021003602,34021003602,"Census Tract 36.02, Mercer County, New Jersey",3385
1400000US34021003703,34021003703,"Census Tract 37.03, Mercer County, New Jersey",7152
1400000US34021003704,34021003704,"Census Tract 37.04, Mercer County, New Jersey",2671
1400000US34021003705,34021003705,"Census Tract 37.05, Mercer County, New Jersey",6270
1400000US34021003706,34021003706,"Census Tract 37.06, Mercer County, New Jersey",3514
1400000US34021003800,34021003800,"Census Tract 38, Mercer County, New Jersey",7484
1400000US34021003902,34021003902,"Census Tract 39.02, Mercer County, New Jersey",1904
1400000US34021003903,34021003903,"Census Tract 39.03, Mercer County, New Jersey",2567
1400000US34021003904,34021003904,"Census Tract 39.04, Mercer County, New Jersey",6007
1400000US34021003905,34021003905,"Census Tract 39.05, Mercer County, New Jersey",4949
1400000US34021004000,34021004000,"Census Tract 40, Mercer County, New Jersey",5355
1400000US34021004201,34021004201,"Census Tract 42.01, Mercer County, New Jersey",7338
1400000US34021004203,34021004203,"Census Tract 42.03, Mercer County, New Jersey",4140
1400000US34021004204,34021004204,"Census Tract 42.04, Mercer County, New Jersey",5547
1400000US34021004301,34021004301,"Census Tract 43.01, Mercer County, New Jersey",8639
1400000US34021004304,34021004304,"Census Tract 43.04, Mercer County, New Jersey",8004
1400000US34021004306,34021004306,"Census Tract 43.06, Mercer County, New Jersey",5538
1400000US34021004307,34021004307,"Census Tract 43.07, Mercer County, New Jersey",5807
1400000US34021004309,34021004309,"Census Tract 43.09, Mercer County, New Jersey",4550
1400000US34021004310,34021004310,"Census Tract 43.10, Mercer County, New Jersey",9565
1400000US34021004403,34021004403,"Census Tract 44.03, Mercer County, New Jersey",5532
1400000US34021004404,34021004404,"Census Tract 44.04, Mercer County, New Jersey",7034
1400000US34021004405,34021004405,"Census Tract 44.05, Mercer County, New Jersey",8011
1400000US34021004406,34021004406,"Census Tract 44.06, Mercer County, New Jersey",5046
1400000US34021004407,34021004407,"Census Tract 44.07, Mercer County, New Jersey",7402
1400000US34021004501,34021004501,"Census Tract 45.01, Mercer County, New Jersey",6567
1400000US34021004502,34021004502,"Census Tract 45.02, Mercer County, New Jersey",1221
1400000US42017100102,42017100102,"Census Tract 1001.02, Bucks County, Pennsylvania",2976
1400000US42017100103,42017100103,"Census Tract 1001.03, Bucks County, Pennsylvania",2395
1400000US42017100104,42017100104,"Census Tract 1001.04, Bucks County, Pennsylvania",4567
1400000US42017100105,42017100105,"Census Tract 1001.05, Bucks County, Pennsylvania",3261
1400000US42017100201,42017100201,"Census Tract 1002.01, Bucks County, Pennsylvania",4512
1400000US42017100206,42017100206,"Census Tract 1002.06, Bucks County, Pennsylvania",5125
1400000US42017100207,42017100207,"Census Tract 1002.07, Bucks County, Pennsylvania",4249
1400000US42017100208,42017100208,"Census Tract 1002.08, Bucks County, Pennsylvania",5889
1400000US42017100209,42017100209,"Census Tract 1002.09, Bucks County, Pennsylvania",8845
1400000US42017100210,42017100210,"Census Tract 1002.10, Bucks County, Pennsylvania",7405
1400000US42017100211,42017100211,"Census Tract 1002.11, Bucks County, Pennsylvania",7251
1400000US42017100212,42017100212,"Census Tract 1002.12, Bucks County, Pennsylvania",3879
1400000US42017100302,42017100302,"Census Tract 1003.02, Bucks County, Pennsylvania",4810
1400000US42017100303,42017100303,"Census Tract 1003.03, Bucks County, Pennsylvania",5053
1400000US42017100304,42017100304,"Census Tract 1003.04, Bucks County, Pennsylvania",2275
1400000US42017100306,42017100306,"Census Tract 1003.06, Bucks County, Pennsylvania",3438
1400000US42017100307,42017100307,"Census Tract 1003.07, Bucks County, Pennsylvania",5091
1400000US42017100401,42017100401,"Census Tract 1004.01, Bucks County, Pennsylvania",6208
1400000US42017100402,42017100402,"Census Tract 1004.02, Bucks County, Pennsylvania",7404
1400000US42017100403,42017100403,"Census Tract 1004.03, Bucks County, Pennsylvania",2318
1400000US42017100404,42017100404,"Census Tract 1004.04, Bucks County, Pennsylvania",6341
1400000US42017100406,42017100406,"Census Tract 1004.06, Bucks County, Pennsylvania",3647
1400000US42017100407,42017100407,"Census Tract 1004.07, Bucks County, Pennsylvania",1075
1400000US42017100408,42017100408,"Census Tract 1004.08, Bucks County, Pennsylvania",6510
1400000US42017100500,42017100500,"Census Tract 1005, Bucks County, Pennsylvania",2678
1400000US42017100600,42017100600,"Census Tract 1006, Bucks County, Pennsylvania",3639
1400000US42017100700,42017100700,"Census Tract 1007, Bucks County, Pennsylvania",3276
1400000US42017100803,42017100803,"Census Tract 1008.03, Bucks County, Pennsylvania",4863
1400000US42017100804,42017100804,"Census Tract 1008.04, Bucks County, Pennsylvania",3928
1400000US42017100805,42017100805,"Census Tract 1008.05, Bucks County, Pennsylvania",6147
1400000US42017100807,42017100807,"Census Tract 1008.07, Bucks County, Pennsylvania",4193
1400000US42017100808,42017100808,"Census Tract 1008.08, Bucks County, Pennsylvania",5088
1400000US42017100809,42017100809,"Census Tract 1008.09, Bucks County, Pennsylvania",5353
1400000US42017100811,42017100811,"Census Tract 1008.11, Bucks County, Pennsylvania",4592
1400000US42017100900,42017100900,"Census Tract 1009, Bucks County, Pennsylvania",7979
1400000US42017101100,42017101100,"Census Tract 1011, Bucks County, Pennsylvania",2823
1400000US42017101401,42017101401,"Census Tract 1014.01, Bucks County, Pennsylvania",4381
1400000US42017101403,42017101403,"Census Tract 1014.03, Bucks County, Pennsylvania",5585
1400000US42017101404,42017101404,"Census Tract 1014.04, Bucks County, Pennsylvania",2358
1400000US42017101405,42017101405,"Census Tract 1014.05, Bucks County, Pennsylvania",6698
1400000US42017101503,42017101503,"Census Tract 1015.03, Bucks County, Pennsylvania",3731
1400000US42017101504,42017101504,"Census Tract 1015.04, Bucks County, Pennsylvania",2769
1400000US42017101505,42017101505,"Census Tract 1015.05, Bucks County, Pennsylvania",3278
1400000US42017101506,42017101506,"Census Tract 1015.06, Bucks County, Pennsylvania",5354
1400000US42017101603,42017101603,"Census Tract 1016.03, Bucks County, Pennsylvania",3494
1400000US42017101605,42017101605,"Census Tract 1016.05, Bucks County, Pennsylvania",4222
1400000US42017101607,42017101607,"Census Tract 1016.07, Bucks County, Pennsylvania",3124
1400000US42017101609,42017101609,"Census Tract 1016.09, Bucks County, Pennsylvania",4373
1400000US42017101610,42017101610,"Census Tract 1016.10, Bucks County, Pennsylvania",4756
1400000US42017101611,42017101611,"Census Tract 1016.11, Bucks County, Pennsylvania",6901
1400000US42017101802,42017101802,"Census Tract 1018.02, Bucks County, Pennsylvania",6526
1400000US42017101803,42017101803,"Census Tract 1018.03, Bucks County, Pennsylvania",8308
1400000US42017101805,42017101805,"Census Tract 1018.05, Bucks County, Pennsylvania",2155
1400000US42017101807,42017101807,"Census Tract 1018.07, Bucks County, Pennsylvania",4218
1400000US42017101808,42017101808,"Census Tract 1018.08, Bucks County, Pennsylvania",2572
1400000US42017101900,42017101900,"Census Tract 1019, Bucks County, Pennsylvania",4054
1400000US42017102002,42017102002,"Census Tract 1020.02, Bucks County, Pennsylvania",2669
1400000US42017102003,42017102003,"Census Tract 1020.03, Bucks County, Pennsylvania",3911
1400000US42017102004,42017102004,"Census Tract 1020.04, Bucks County, Pennsylvania",4578
1400000US42017102102,42017102102,"Census Tract 1021.02, Bucks County, Pennsylvania",3386
1400000US42017102104,42017102104,"Census Tract 1021.04, Bucks County, Pennsylvania",5538
1400000US42017102300,42017102300,"Census Tract 1023, Bucks County, Pennsylvania",5728
1400000US42017102401,42017102401,"Census Tract 1024.01, Bucks County, Pennsylvania",3852
1400000US42017102402,42017102402,"Census Tract 1024.02, Bucks County, Pennsylvania",4643
1400000US42017102500,42017102500,"Census Tract 1025, Bucks County, Pennsylvania",4226
1400000US42017102600,42017102600,"Census Tract 1026, Bucks County, Pennsylvania",2211
1400000US42017102700,42017102700,"Census Tract 1027, Bucks County, Pennsylvania",5264
1400000US42017102801,42017102801,"Census Tract 1028.01, Bucks County, Pennsylvania",3472
1400000US42017103101,42017103101,"Census Tract 1031.01, Bucks County, Pennsylvania",2397
1400000US42017103102,42017103102,"Census Tract 1031.02, Bucks County, Pennsylvania",1956
1400000US42017103103,42017103103,"Census Tract 1031.03, Bucks County, Pennsylvania",4516
1400000US42017103300,42017103300,"Census Tract 1033, Bucks County, Pennsylvania",2069
1400000US42017103400,42017103400,"Census Tract 1034, Bucks County, Pennsylvania",5038
1400000US42017103700,42017103700,"Census Tract 1037, Bucks County, Pennsylvania",3415
1400000US42017103800,42017103800,"Census Tract 1038, Bucks County, Pennsylvania",1223
1400000US42017103900,42017103900,"Census Tract 1039, Bucks County, Pennsylvania",3969
1400000US42017104000,42017104000,"Census Tract 1040, Bucks County, Pennsylvania",6967
1400000US42017104100,42017104100,"Census Tract 1041, Bucks County, Pennsylvania",2121
1400000US42017104201,42017104201,"Census Tract 1042.01, Bucks County, Pennsylvania",2973
1400000US42017104203,42017104203,"Census Tract 1042.03, Bucks County, Pennsylvania",5430
1400000US42017104204,42017104204,"Census Tract 1042.04, Bucks County, Pennsylvania",4764
1400000US42017104301,42017104301,"Census Tract 1043.01, Bucks County, Pennsylvania",2624
1400000US42017104303,42017104303,"Census Tract 1043.03, Bucks County, Pennsylvania",4748
1400000US42017104304,42017104304,"Census Tract 1043.04, Bucks County, Pennsylvania",1272
1400000US42017104400,42017104400,"Census Tract 1044, Bucks County, Pennsylvania",2385
1400000US42017104502,42017104502,"Census Tract 1045.02, Bucks County, Pennsylvania",7922
1400000US42017104503,42017104503,"Census Tract 1045.03, Bucks County, Pennsylvania",4277
1400000US42017104505,42017104505,"Census Tract 1045.05, Bucks County, Pennsylvania",5795
1400000US42017104506,42017104506,"Census Tract 1045.06, Bucks County, Pennsylvania",2334
1400000US42017104601,42017104601,"Census Tract 1046.01, Bucks County, Pennsylvania",4483
1400000US42017104603,42017104603,"Census Tract 1046.03, Bucks County, Pennsylvania",7529
1400000US42017104604,42017104604,"Census Tract 1046.04, Bucks County, Pennsylvania",5566
1400000US42017104701,42017104701,"Census Tract 1047.01, Bucks County, Pennsylvania",3341
1400000US42017104702,42017104702,"Census Tract 1047.02, Bucks County, Pennsylvania",2639
1400000US42017104703,42017104703,"Census Tract 1047.03, Bucks County, Pennsylvania",2325
1400000US42017104800,42017104800,"Census Tract 1048, Bucks County, Pennsylvania",3025
1400000US42017104901,42017104901,"Census Tract 1049.01, Bucks County, Pennsylvania",7493
1400000US42017104902,42017104902,"Census Tract 1049.02, Bucks County, Pennsylvania",7149
1400000US42017105003,42017105003,"Census Tract 1050.03, Bucks County, Pennsylvania",4882
1400000US42017105004,42017105004,"Census Tract 1050.04, Bucks County, Pennsylvania",5520
1400000US42017105006,42017105006,"Census Tract 1050.06, Bucks County, Pennsylvania",5645
1400000US42017105008,42017105008,"Census Tract 1050.08, Bucks County, Pennsylvania",3799
1400000US42017105009,42017105009,"Census Tract 1050.09, Bucks County, Pennsylvania",3357
1400000US42017105010,42017105010,"Census Tract 1050.10, Bucks County, Pennsylvania",3874
1400000US42017105011,42017105011,"Census Tract 1050.11, Bucks County, Pennsylvania",3628
1400000US42017105012,42017105012,"Census Tract 1050.12, Bucks County, Pennsylvania",2955
1400000US42017105013,42017105013,"Census Tract 1050.13, Bucks County, Pennsylvania",5902
1400000US42017105100,42017105100,"Census Tract 1051, Bucks County, Pennsylvania",3098
1400000US42017105202,42017105202,"Census Tract 1052.02, Bucks County, Pennsylvania",5160
1400000US42017105203,42017105203,"Census Tract 1052.03, Bucks County, Pennsylvania",2062
1400000US42017105206,42017105206,"Census Tract 1052.06, Bucks County, Pennsylvania",4900
1400000US42017105207,42017105207,"Census Tract 1052.07, Bucks County, Pennsylvania",4980
1400000US42017105208,42017105208,"Census Tract 1052.08, Bucks County, Pennsylvania",2497
1400000US42017105300,42017105300,"Census Tract 1053, Bucks County, Pennsylvania",2028
1400000US42017105400,42017105400,"Census Tract 1054, Bucks County, Pennsylvania",8278
1400000US42017105505,42017105505,"Census Tract 1055.05, Bucks County, Pennsylvania",3976
1400000US42017105506,42017105506,"Census Tract 1055.06, Bucks County, Pennsylvania",4028
1400000US42017105507,42017105507,"Census Tract 1055.07, Bucks County, Pennsylvania",7341
1400000US42017105508,42017105508,"Census Tract 1055.08, Bucks County, Pennsylvania",3492
1400000US42017105509,42017105509,"Census Tract 1055.09, Bucks County, Pennsylvania",4638
1400000US42017105510,42017105510,"Census Tract 1055.10, Bucks County, Pennsylvania",4974
1400000US42017105511,42017105511,"Census Tract 1055.11, Bucks County, Pennsylvania",4213
1400000US42017105600,42017105600,"Census Tract 1056, Bucks County, Pennsylvania",2392
1400000US42017105702,42017105702,"Census Tract 1057.02, Bucks County, Pennsylvania",2711
1400000US42017105704,42017105704,"Census Tract 1057.04, Bucks County, Pennsylvania",6657
1400000US42017105801,42017105801,"Census Tract 1058.01, Bucks County, Pennsylvania",6147
1400000US42017105805,42017105805,"Census Tract 1058.05, Bucks County, Pennsylvania",5588
1400000US42017105807,42017105807,"Census Tract 1058.07, Bucks County, Pennsylvania",3795
1400000US42017105808,42017105808,"Census Tract 1058.08, Bucks County, Pennsylvania",3434
1400000US42017105809,42017105809,"Census Tract 1058.09, Bucks County, Pennsylvania",4329
1400000US42017105810,42017105810,"Census Tract 1058.10, Bucks County, Pennsylvania",2276
1400000US42017105811,42017105811,"Census Tract 1058.11, Bucks County, Pennsylvania",5969
1400000US42017105812,42017105812,"Census Tract 1058.12, Bucks County, Pennsylvania",1674
1400000US42017105900,42017105900,"Census Tract 1059, Bucks County, Pennsylvania",1825
1400000US42017106000,42017106000,"Census Tract 1060, Bucks County, Pennsylvania",4140
1400000US42017106100,42017106100,"Census Tract 1061, Bucks County, Pennsylvania",3036
1400000US42017106200,42017106200,"Census Tract 1062, Bucks County, Pennsylvania",6666
1400000US42017106300,42017106300,"Census Tract 1063, Bucks County, Pennsylvania",7174
1400000US42017106401,42017106401,"Census Tract 1064.01, Bucks County, Pennsylvania",7818
1400000US42017106402,42017106402,"Census Tract 1064.02, Bucks County, Pennsylvania",7510
1400000US42017106500,42017106500,"Census Tract 1065, Bucks County, Pennsylvania",6784
1400000US42017106600,42017106600,"Census Tract 1066, Bucks County, Pennsylvania",1905
1400000US42017980000,42017980000,"Census Tract 9800, Bucks County, Pennsylvania",0
1400000US42029300101,42029300101,"Census Tract 3001.01, Chester County, Pennsylvania",3107
1400000US42029300103,42029300103,"Census Tract 3001.03, Chester County, Pennsylvania",2690
1400000US42029300104,42029300104,"Census Tract 3001.04, Chester County, Pennsylvania",5075
1400000US42029300106,42029300106,"Census Tract 3001.06, Chester County, Pennsylvania",4693
1400000US42029300107,42029300107,"Census Tract 3001.07, Chester County, Pennsylvania",4345
1400000US42029300108,42029300108,"Census Tract 3001.08, Chester County, Pennsylvania",6065
1400000US42029300109,42029300109,"Census Tract 3001.09, Chester County, Pennsylvania",3516
1400000US42029300201,42029300201,"Census Tract 3002.01, Chester County, Pennsylvania",5108
1400000US42029300202,42029300202,"Census Tract 3002.02, Chester County, Pennsylvania",5485
1400000US42029300301,42029300301,"Census Tract 3003.01, Chester County, Pennsylvania",3990
1400000US42029300302,42029300302,"Census Tract 3003.02, Chester County, Pennsylvania",3663
1400000US42029300303,42029300303,"Census Tract 3003.03, Chester County, Pennsylvania",3123
1400000US42029300400,42029300400,"Census Tract 3004, Chester County, Pennsylvania",3343
1400000US42029300501,42029300501,"Census Tract 3005.01, Chester County, Pennsylvania",4606
1400000US42029300502,42029300502,"Census Tract 3005.02, Chester County, Pennsylvania",3750
1400000US42029300600,42029300600,"Census Tract 3006, Chester County, Pennsylvania",5212
1400000US42029300700,42029300700,"Census Tract 3007, Chester County, Pennsylvania",5064
1400000US42029300800,42029300800,"Census Tract 3008, Chester County, Pennsylvania",4278
1400000US42029300900,42029300900,"Census Tract 3009, Chester County, Pennsylvania",2300
1400000US42029301000,42029301000,"Census Tract 3010, Chester County, Pennsylvania",7314
1400000US42029301100,42029301100,"Census Tract 3011, Chester County, Pennsylvania",3319
1400000US42029301300,42029301300,"Census Tract 3013, Chester County, Pennsylvania",6745
1400000US42029301401,42029301401,"Census Tract 3014.01, Chester County, Pennsylvania",2683
1400000US42029301402,42029301402,"Census Tract 3014.02, Chester County, Pennsylvania",5296
1400000US42029301500,42029301500,"Census Tract 3015, Chester County, Pennsylvania",2611
1400000US42029301600,42029301600,"Census Tract 3016, Chester County, Pennsylvania",2538
1400000US42029301700,42029301700,"Census Tract 3017, Chester County, Pennsylvania",1782
1400000US42029301800,42029301800,"Census Tract 3018, Chester County, Pennsylvania",4953
1400000US42029301900,42029301900,"Census Tract 3019, Chester County, Pennsylvania",4070
1400000US42029302000,42029302000,"Census Tract 3020, Chester County, Pennsylvania",5654
1400000US42029302101,42029302101,"Census Tract 3021.01, Chester County, Pennsylvania",6452
1400000US42029302102,42029302102,"Census Tract 3021.02, Chester County, Pennsylvania",4406
1400000US42029302202,42029302202,"Census Tract 3022.02, Chester County, Pennsylvania",6908
1400000US42029302203,42029302203,"Census Tract 3022.03, Chester County, Pennsylvania",5054
1400000US42029302204,42029302204,"Census Tract 3022.04, Chester County, Pennsylvania",6465
1400000US42029302300,42029302300,"Census Tract 3023, Chester County, Pennsylvania",2932
1400000US42029302400,42029302400,"Census Tract 3024, Chester County, Pennsylvania",3920
1400000US42029302500,42029302500,"Census Tract 3025, Chester County, Pennsylvania",4458
1400000US42029302600,42029302600,"Census Tract 3026, Chester County, Pennsylvania",4891
1400000US42029302702,42029302702,"Census Tract 3027.02, Chester County, Pennsylvania",5020
1400000US42029302703,42029302703,"Census Tract 3027.03, Chester County, Pennsylvania",4009
1400000US42029302704,42029302704,"Census Tract 3027.04, Chester County, Pennsylvania",5168
1400000US42029302705,42029302705,"Census Tract 3027.05, Chester County, Pennsylvania",4122
1400000US42029302706,42029302706,"Census Tract 3027.06, Chester County, Pennsylvania",4649
1400000US42029302802,42029302802,"Census Tract 3028.02, Chester County, Pennsylvania",4977
1400000US42029302803,42029302803,"Census Tract 3028.03, Chester County, Pennsylvania",1936
1400000US42029302804,42029302804,"Census Tract 3028.04, Chester County, Pennsylvania",4015
1400000US42029302805,42029302805,"Census Tract 3028.05, Chester County, Pennsylvania",7279
1400000US42029302901,42029302901,"Census Tract 3029.01, Chester County, Pennsylvania",4749
1400000US42029302902,42029302902,"Census Tract 3029.02, Chester County, Pennsylvania",6143
1400000US42029303000,42029303000,"Census Tract 3030, Chester County, Pennsylvania",3260
1400000US42029303100,42029303100,"Census Tract 3031, Chester County, Pennsylvania",4249
1400000US42029303301,42029303301,"Census Tract 3033.01, Chester County, Pennsylvania",3037
1400000US42029303302,42029303302,"Census Tract 3033.02, Chester County, Pennsylvania",4961
1400000US42029303401,42029303401,"Census Tract 3034.01, Chester County, Pennsylvania",4231
1400000US42029303402,42029303402,"Census Tract 3034.02, Chester County, Pennsylvania",1908
1400000US42029303501,42029303501,"Census Tract 3035.01, Chester County, Pennsylvania",4368
1400000US42029303502,42029303502,"Census Tract 3035.02, Chester County, Pennsylvania",2867
1400000US42029303801,42029303801,"Census Tract 3038.01, Chester County, Pennsylvania",3998
1400000US42029303802,42029303802,"Census Tract 3038.02, Chester County, Pennsylvania",8640
1400000US42029303901,42029303901,"Census Tract 3039.01, Chester County, Pennsylvania",4584
1400000US42029303902,42029303902,"Census Tract 3039.02, Chester County, Pennsylvania",5426
1400000US42029304000,42029304000,"Census Tract 3040, Chester County, Pennsylvania",4863
1400000US42029304101,42029304101,"Census Tract 3041.01, Chester County, Pennsylvania",4351
1400000US42029304102,42029304102,"Census Tract 3041.02, Chester County, Pennsylvania",3589
1400000US42029304201,42029304201,"Census Tract 3042.01, Chester County, Pennsylvania",6688
1400000US42029304300,42029304300,"Census Tract 3043, Chester County, Pennsylvania",7927
1400000US42029304403,42029304403,"Census Tract 3044.03, Chester County, Pennsylvania",3990
1400000US42029304404,42029304404,"Census Tract 3044.04, Chester County, Pennsylvania",5148
1400000US42029304405,42029304405,"Census Tract 3044.05, Chester County, Pennsylvania",6238
1400000US42029304406,42029304406,"Census Tract 3044.06, Chester County, Pennsylvania",3279
1400000US42029304501,42029304501,"Census Tract 3045.01, Chester County, Pennsylvania",8465
1400000US42029304502,42029304502,"Census Tract 3045.02, Chester County, Pennsylvania",3035
1400000US42029304600,42029304600,"Census Tract 3046, Chester County, Pennsylvania",3656
1400000US42029304900,42029304900,"Census Tract 3049, Chester County, Pennsylvania",8059
1400000US42029305000,42029305000,"Census Tract 3050, Chester County, Pennsylvania",1738
1400000US42029305101,42029305101,"Census Tract 3051.01, Chester County, Pennsylvania",4356
1400000US42029305102,42029305102,"Census Tract 3051.02, Chester County, Pennsylvania",4711
1400000US42029305300,42029305300,"Census Tract 3053, Chester County, Pennsylvania",7451
1400000US42029305400,42029305400,"Census Tract 3054, Chester County, Pennsylvania",4119
1400000US42029305500,42029305500,"Census Tract 3055, Chester County, Pennsylvania",3554
1400000US42029305600,42029305600,"Census Tract 3056, Chester County, Pennsylvania",3161
1400000US42029305700,42029305700,"Census Tract 3057, Chester County, Pennsylvania",2298
1400000US42029306000,42029306000,"Census Tract 3060, Chester County, Pennsylvania",7545
1400000US42029306300,42029306300,"Census Tract 3063, Chester County, Pennsylvania",2850
1400000US42029306501,42029306501,"Census Tract 3065.01, Chester County, Pennsylvania",4429
1400000US42029306503,42029306503,"Census Tract 3065.03, Chester County, Pennsylvania",2640
1400000US42029306504,42029306504,"Census Tract 3065.04, Chester County, Pennsylvania",5015
1400000US42029306600,42029306600,"Census Tract 3066, Chester County, Pennsylvania",3246
1400000US42029306700,42029306700,"Census Tract 3067, Chester County, Pennsylvania",4464
1400000US42029306800,42029306800,"Census Tract 3068, Chester County, Pennsylvania",1699
1400000US42029306900,42029306900,"Census Tract 3069, Chester County, Pennsylvania",5874
1400000US42029307000,42029307000,"Census Tract 3070, Chester County, Pennsylvania",5456
1400000US42029307100,42029307100,"Census Tract 3071, Chester County, Pennsylvania",2298
1400000US42029307200,42029307200,"Census Tract 3072, Chester County, Pennsylvania",1374
1400000US42029307300,42029307300,"Census Tract 3073, Chester County, Pennsylvania",3799
1400000US42029307400,42029307400,"Census Tract 3074, Chester County, Pennsylvania",3670
1400000US42029307700,42029307700,"Census Tract 3077, Chester County, Pennsylvania",2591
1400000US42029307800,42029307800,"Census Tract 3078, Chester County, Pennsylvania",2693
1400000US42029307900,42029307900,"Census Tract 3079, Chester County, Pennsylvania",5023
1400000US42029308000,42029308000,"Census Tract 3080, Chester County, Pennsylvania",5221
1400000US42029308101,42029308101,"Census Tract 3081.01, Chester County, Pennsylvania",4547
1400000US42029308102,42029308102,"Census Tract 3081.02, Chester County, Pennsylvania",4336
1400000US42029308200,42029308200,"Census Tract 3082, Chester County, Pennsylvania",2699
1400000US42029310400,42029310400,"Census Tract 3104, Chester County, Pennsylvania",3233
1400000US42029311000,42029311000,"Census Tract 3110, Chester County, Pennsylvania",6904
1400000US42029311100,42029311100,"Census Tract 3111, Chester County, Pennsylvania",3632
1400000US42029311200,42029311200,"Census Tract 3112, Chester County, Pennsylvania",2142
1400000US42029311300,42029311300,"Census Tract 3113, Chester County, Pennsylvania",4798
1400000US42029311401,42029311401,"Census Tract 3114.01, Chester County, Pennsylvania",7347
1400000US42029311403,42029311403,"Census Tract 3114.03, Chester County, Pennsylvania",3643
1400000US42029311404,42029311404,"Census Tract 3114.04, Chester County, Pennsylvania",3806
1400000US42029311500,42029311500,"Census Tract 3115, Chester County, Pennsylvania",3214
1400000US42029311600,42029311600,"Census Tract 3116, Chester County, Pennsylvania",2086
1400000US42029311700,42029311700,"Census Tract 3117, Chester County, Pennsylvania",9761
1400000US42029311800,42029311800,"Census Tract 3118, Chester County, Pennsylvania",3857
1400000US42045400301,42045400301,"Census Tract 4003.01, Delaware County, Pennsylvania",5818
1400000US42045400302,42045400302,"Census Tract 4003.02, Delaware County, Pennsylvania",3730
1400000US42045400401,42045400401,"Census Tract 4004.01, Delaware County, Pennsylvania",4948
1400000US42045400402,42045400402,"Census Tract 4004.02, Delaware County, Pennsylvania",4552
1400000US42045400500,42045400500,"Census Tract 4005, Delaware County, Pennsylvania",4462
1400000US42045400600,42045400600,"Census Tract 4006, Delaware County, Pennsylvania",4698
1400000US42045400700,42045400700,"Census Tract 4007, Delaware County, Pennsylvania",6023
1400000US42045400801,42045400801,"Census Tract 4008.01, Delaware County, Pennsylvania",2214
1400000US42045400802,42045400802,"Census Tract 4008.02, Delaware County, Pennsylvania",3773
1400000US42045400900,42045400900,"Census Tract 4009, Delaware County, Pennsylvania",1575
1400000US42045401000,42045401000,"Census Tract 4010, Delaware County, Pennsylvania",1950
1400000US42045401101,42045401101,"Census Tract 4011.01, Delaware County, Pennsylvania",3113
1400000US42045401103,42045401103,"Census Tract 4011.03, Delaware County, Pennsylvania",3471
1400000US42045401104,42045401104,"Census Tract 4011.04, Delaware County, Pennsylvania",4082
1400000US42045401200,42045401200,"Census Tract 4012, Delaware County, Pennsylvania",3661
1400000US42045401301,42045401301,"Census Tract 4013.01, Delaware County, Pennsylvania",2508
1400000US42045401302,42045401302,"Census Tract 4013.02, Delaware County, Pennsylvania",2727
1400000US42045401401,42045401401,"Census Tract 4014.01, Delaware County, Pennsylvania",2040
1400000US42045401402,42045401402,"Census Tract 4014.02, Delaware County, Pennsylvania",3982
1400000US42045401501,42045401501,"Census Tract 4015.01, Delaware County, Pennsylvania",3665
1400000US42045401502,42045401502,"Census Tract 4015.02, Delaware County, Pennsylvania",4090
1400000US42045401600,42045401600,"Census Tract 4016, Delaware County, Pennsylvania",1663
1400000US42045401700,42045401700,"Census Tract 4017, Delaware County, Pennsylvania",2661
1400000US42045401800,42045401800,"Census Tract 4018, Delaware County, Pennsylvania",4198
1400000US42045401900,42045401900,"Census Tract 4019, Delaware County, Pennsylvania",4259
1400000US42045402000,42045402000,"Census Tract 4020, Delaware County, Pennsylvania",2164
1400000US42045402100,42045402100,"Census Tract 4021, Delaware County, Pennsylvania",5745
1400000US42045402200,42045402200,"Census Tract 4022, Delaware County, Pennsylvania",2343
1400000US42045402300,42045402300,"Census Tract 4023, Delaware County, Pennsylvania",3418
1400000US42045402400,42045402400,"Census Tract 4024, Delaware County, Pennsylvania",3568
1400000US42045402500,42045402500,"Census Tract 4025, Delaware County, Pennsylvania",3174
1400000US42045402600,42045402600,"Census Tract 4026, Delaware County, Pennsylvania",3935
1400000US42045402700,42045402700,"Census Tract 4027, Delaware County, Pennsylvania",2557
1400000US42045402800,42045402800,"Census Tract 4028, Delaware County, Pennsylvania",5691
1400000US42045402900,42045402900,"Census Tract 4029, Delaware County, Pennsylvania",3474
1400000US42045403001,42045403001,"Census Tract 4030.01, Delaware County, Pennsylvania",3191
1400000US42045403002,42045403002,"Census Tract 4030.02, Delaware County, Pennsylvania",2633
1400000US42045403101,42045403101,"Census Tract 4031.01, Delaware County, Pennsylvania",3778
1400000US42045403103,42045403103,"Census Tract 4031.03, Delaware County, Pennsylvania",2446
1400000US42045403104,42045403104,"Census Tract 4031.04, Delaware County, Pennsylvania",2553
1400000US42045403200,42045403200,"Census Tract 4032, Delaware County, Pennsylvania",4170
